task,dataset,seq_id,category,n_frames,n_boxes,purity,frac_small_area,frac_small_side,cats_in_seq,frac_small_per_cat,sqrt_area_max,sqrt_area_median,sqrt_area_min,sqrt_area_p05,sqrt_area_p95
MOT,satmtb,satmtb/car/75,car,200,28037,pure_small,1.0,1.0,car,car:1.000,14.24,5.9,3.0,3.97,7.54
MOT,satmtb,satmtb/car/76,car,200,12144,pure_small,1.0,1.0,car,car:1.000,11.15,4.99,3.05,3.81,9.03
MOT,satmtb,satmtb/car/77,car,200,6247,pure_small,1.0,1.0,car,car:1.000,6.41,5.04,3.0,4.13,6.34
MOT,satmtb,satmtb/car/78,car,200,9582,pure_small,1.0,1.0,car,car:1.000,9.3,5.37,3.0,3.83,8.04
MOT,satmtb,satmtb/car/79,car,200,10561,pure_small,1.0,1.0,car,car:1.000,12.54,5.27,3.05,3.95,6.9
MOT,satmtb,satmtb/car/80,car,200,9585,pure_small,1.0,1.0,car,car:1.000,11.77,4.64,3.03,3.15,7.49
MOT,satmtb,satmtb/car/81,car,200,19071,pure_small,1.0,1.0,car,car:1.000,9.7,3.97,3.01,3.24,4.65
MOT,satmtb,satmtb/car/82,car,200,10003,pure_small,1.0,1.0,car,car:1.000,9.0,4.94,3.0,3.64,6.91
MOT,satmtb,satmtb/car/83,car,200,19967,pure_small,1.0,1.0,car,car:1.000,11.16,5.25,3.1,3.49,8.16
MOT,satmtb,satmtb/car/84,car,200,10483,pure_small,1.0,1.0,car,car:1.000,11.05,4.58,3.01,3.92,5.39
MOT,satmtb,satmtb/car/85,car,200,10076,pure_small,1.0,1.0,car,car:1.000,14.54,5.02,3.0,3.69,6.95
MOT,satmtb,satmtb/car/86,car,200,9993,pure_small,1.0,1.0,car,car:1.000,10.84,4.33,3.05,3.3,10.39
MOT,satmtb,satmtb/car/87,car,200,8605,pure_small,1.0,1.0,car,car:1.000,9.88,4.29,3.0,3.49,7.91
MOT,satmtb,satmtb/car/88,car,200,7008,pure_small,1.0,1.0,car,car:1.000,13.09,4.23,3.07,3.2,6.21
MOT,satmtb,satmtb/car/89,car,200,7743,pure_small,1.0,1.0,car,car:1.000,5.42,4.1,3.0,3.3,5.09
MOT,satmtb,satmtb/car/90,car,200,12158,pure_small,1.0,1.0,car,car:1.000,11.83,5.99,2.99,3.94,7.76
MOT,satmtb,satmtb/car/91,car,200,27550,pure_small,1.0,1.0,car,car:1.000,9.28,5.24,3.06,3.94,6.48
MOT,satmtb,satmtb/car/92,car,200,23170,pure_small,1.0,1.0,car,car:1.000,7.6,5.16,3.01,3.99,6.82
MOT,satmtb,satmtb/car/93,car,200,20448,pure_small,1.0,1.0,car,car:1.000,10.38,3.7,3.0,3.15,4.66
MOT,satmtb,satmtb/car/94,car,200,12261,pure_small,1.0,1.0,car,car:1.000,10.16,3.89,3.0,3.37,6.91
MOT,satmtb,satmtb/car/95,car,200,18555,pure_small,1.0,1.0,car,car:1.000,11.44,5.61,3.12,4.23,8.22
MOT,satmtb,satmtb/ship/01,ship,187,187,mixed,0.9251,0.0,ship,ship:0.925,32.16,31.89,31.67,31.71,32.03
MOT,satmtb,satmtb/ship/02,ship,287,287,pure_small,1.0,1.0,ship,ship:1.000,22.09,21.87,20.96,21.45,22.08
MOT,satmtb,satmtb/ship/03,ship,287,287,pure_small,1.0,1.0,ship,ship:1.000,17.47,15.69,12.74,12.75,17.47
MOT,satmtb,satmtb/ship/04,ship,287,861,pure_small,1.0,1.0,ship,ship:1.000,15.48,13.78,9.83,9.98,15.47
MOT,satmtb,satmtb/ship/05,ship,287,861,pure_small,1.0,0.6667,ship,ship:1.000,26.63,24.5,15.83,15.83,26.63
MOT,satmtb,satmtb/ship/06,ship,287,574,mixed,0.8693,0.1516,ship,ship:0.869,33.16,30.93,27.24,27.52,32.4
MOT,satmtb,satmtb/ship/07,ship,325,650,pure_large,0.0,0.0,ship,ship:0.000,54.53,43.71,34.37,34.38,53.06
MOT,satmtb,satmtb/ship/08,ship,247,558,mixed,0.9642,0.5358,ship,ship:0.964,34.45,17.03,7.79,7.87,30.99
MOT,satmtb,satmtb/ship/09,ship,313,290,pure_small,1.0,0.0,ship,ship:1.000,25.79,25.78,24.21,24.22,25.79
MOT,satmtb,satmtb/ship/10,ship,313,313,pure_small,1.0,1.0,ship,ship:1.000,14.41,14.39,14.09,14.09,14.4
MOT,satmtb,satmtb/ship/11,ship,187,187,pure_small,1.0,1.0,ship,ship:1.000,18.59,16.64,15.36,15.72,17.14
MOT,satmtb,satmtb/ship/12,mixed,187,945,pure_small,1.0,1.0,car|ship,car:1.000|ship:1.000,13.96,10.06,3.88,4.81,13.65
MOT,satmtb,satmtb/ship/13,ship,187,187,pure_large,0.0,0.0,ship,ship:0.000,37.65,34.42,34.18,34.42,36.15
MOT,satmtb,satmtb/ship/14,ship,307,1228,mixed,0.6564,0.25,ship,ship:0.656,45.43,31.23,22.44,24.17,45.42
MOT,satmtb,satmtb/ship/15,ship,307,614,pure_large,0.0,0.0,ship,ship:0.000,49.53,39.5,34.43,34.48,49.52
MOT,satmtb,satmtb/ship/16,ship,312,1560,mixed,0.8,0.6571,ship,ship:0.800,47.62,22.81,17.63,17.83,40.49
MOT,satmtb,satmtb/ship/17,ship,312,771,mixed,0.1907,0.1907,ship,ship:0.191,64.63,46.21,9.97,13.9,57.68
MOT,satmtb,satmtb/ship/18,ship,56,56,pure_large,0.0,0.0,ship,ship:0.000,56.38,56.37,56.37,56.37,56.38
MOT,satmtb,satmtb/ship/19,ship,262,262,pure_small,1.0,1.0,ship,ship:1.000,17.17,16.65,16.26,16.4,16.98
MOT,satmtb,satmtb/ship/20,ship,139,139,pure_small,1.0,1.0,ship,ship:1.000,28.51,28.51,28.5,28.5,28.51
MOT,satmtb,satmtb/ship/21,ship,139,278,pure_small,1.0,1.0,ship,ship:1.000,14.09,12.06,10.27,10.27,14.08
MOT,satmtb,satmtb/ship/22,mixed,139,1708,pure_small,1.0,1.0,car|ship,car:1.000|ship:1.000,12.74,4.78,3.19,4.11,10.18
MOT,satmtb,satmtb/ship/23,ship,138,276,pure_small,1.0,1.0,ship,ship:1.000,23.02,15.62,10.86,10.86,22.72
MOT,satmtb,satmtb/ship/24,ship,138,276,pure_small,1.0,1.0,ship,ship:1.000,22.14,13.41,11.81,11.81,17.09
MOT,satmtb,satmtb/ship/25,ship,77,770,pure_small,1.0,1.0,ship,ship:1.000,11.59,3.44,3.13,3.13,10.92
MOT,satmtb,satmtb/ship/26,ship,138,138,pure_small,1.0,1.0,ship,ship:1.000,11.25,10.96,10.1,10.1,11.25
MOT,satmtb,satmtb/ship/27,ship,313,626,pure_small,1.0,1.0,ship,ship:1.000,14.34,13.72,11.86,12.03,14.34
MOT,satmtb,satmtb/ship/28,ship,135,405,mixed,0.5037,0.3333,ship,ship:0.504,37.64,31.99,18.85,18.86,37.01
MOT,satmtb,satmtb/ship/29,ship,295,590,pure_small,1.0,1.0,ship,ship:1.000,28.58,24.42,19.06,19.06,28.56
MOT,satmtb,satmtb/ship/30,ship,313,1419,pure_small,1.0,0.7794,ship,ship:1.000,30.05,16.58,3.89,3.89,29.48
MOT,satmtb,satmtb/ship/31,ship,313,313,pure_small,1.0,1.0,ship,ship:1.000,16.93,16.79,15.94,16.14,16.93
MOT,satmtb,satmtb/ship/32,ship,313,1878,pure_small,1.0,1.0,ship,ship:1.000,26.72,15.67,9.11,9.12,20.43
MOT,satmtb,satmtb/ship/33,ship,232,928,pure_small,1.0,1.0,ship,ship:1.000,17.22,9.91,7.51,7.52,16.07
MOT,satmtb,satmtb/ship/34,mixed,313,3184,mixed,0.9017,0.9017,car|ship,car:1.000|ship:0.500,51.63,5.17,4.13,4.49,48.13
MOT,satmtb,satmtb/ship/35,ship,313,313,mixed,0.9808,0.0,ship,ship:0.981,32.84,31.89,30.32,30.33,31.9
MOT,satmtb,satmtb/ship/36,ship,313,1252,mixed,0.75,0.75,ship,ship:0.750,40.88,21.0,14.08,14.17,40.87
MOT,satmtb,satmtb/ship/37,mixed,303,4662,mixed,0.8767,0.8466,car|ship,car:1.000|ship:0.847,39.93,8.63,3.64,3.89,38.6
MOT,satmtb,satmtb/ship/38,ship,303,909,mixed,0.9285,0.473,ship,ship:0.928,37.41,27.17,18.7,18.71,33.87
MOT,satmtb,satmtb/ship/39,ship,303,1955,pure_small,1.0,0.465,ship,ship:1.000,31.34,20.55,9.66,10.18,30.11
MOT,satmtb,satmtb/ship/40,mixed,237,1202,mixed,0.7912,0.7912,airplane|ship,airplane:0.176|ship:0.800,58.82,24.66,17.73,17.74,36.59
MOT,satmtb,satmtb/ship/41,ship,138,345,pure_small,1.0,1.0,ship,ship:1.000,25.4,23.87,4.22,6.61,24.41
MOT,satmtb,satmtb/ship/42,mixed,138,223,pure_small,1.0,1.0,car|ship,car:1.000|ship:1.000,12.84,12.56,4.38,4.75,12.83
MOT,satmtb,satmtb/ship/43,ship,138,276,pure_small,1.0,1.0,ship,ship:1.000,22.3,17.42,9.94,10.09,22.3
MOT,satmtb,satmtb/ship/44,ship,139,417,pure_small,1.0,1.0,ship,ship:1.000,29.34,16.92,8.09,8.41,29.17
MOT,satmtb,satmtb/ship/45,ship,139,476,mixed,0.416,0.416,ship,ship:0.416,182.08,39.74,5.97,10.67,181.61
MOT,satmtb,satmtb/ship/46,ship,139,139,pure_small,1.0,1.0,ship,ship:1.000,18.99,18.95,16.85,17.47,18.98
MOT,satmtb,satmtb/ship/47,ship,85,230,pure_small,1.0,1.0,ship,ship:1.000,15.54,11.6,8.87,8.87,15.54
MOT,satmtb,satmtb/ship/48,mixed,138,1091,pure_small,1.0,1.0,car|ship,car:1.000|ship:1.000,14.82,5.35,4.02,4.35,14.81
MOT,satmtb,satmtb/ship/49,ship,326,2008,pure_small,1.0,1.0,ship,ship:1.000,11.36,6.58,5.28,5.28,11.36
MOT,satmtb,satmtb/ship/50,ship,326,978,pure_small,1.0,1.0,ship,ship:1.000,8.56,8.29,6.63,6.63,8.56
MOT,satmtb,satmtb/ship/51,ship,326,3260,pure_small,1.0,0.9,ship,ship:1.000,23.9,10.04,6.73,6.73,23.9
MOT,satmtb,satmtb/ship/52,ship,326,978,pure_small,1.0,1.0,ship,ship:1.000,23.6,19.85,8.12,8.12,23.6
MOT,satmtb,satmtb/ship/53,ship,326,1956,pure_small,1.0,1.0,ship,ship:1.000,22.77,15.04,8.53,8.53,22.77
MOT,satmtb,satmtb/ship/54,mixed,326,4480,mixed,0.8545,0.8545,car|ship,car:1.000|ship:0.500,104.43,6.28,4.54,5.2,102.25
MOT,satmtb,satmtb/ship/55,ship,326,1304,mixed,0.25,0.0,ship,ship:0.250,85.08,60.01,28.13,28.13,84.46
MOT,satmtb,satmtb/ship/56,ship,326,1630,pure_small,1.0,1.0,ship,ship:1.000,22.46,10.99,9.35,9.35,22.46
MOT,satmtb,satmtb/ship/57,ship,326,2784,pure_small,1.0,1.0,ship,ship:1.000,17.32,8.25,5.59,5.63,16.01
MOT,satmtb,satmtb/ship/58,ship,326,2264,mixed,0.856,0.856,ship,ship:0.856,33.22,13.35,6.83,6.83,33.22
MOT,satmtb,satmtb/ship/59,mixed,239,1525,mixed,0.8433,0.8433,airplane|ship,airplane:1.000|ship:0.814,46.24,7.15,6.32,6.32,44.55
MOT,satmtb,satmtb/ship/60,ship,143,572,pure_small,1.0,1.0,ship,ship:1.000,18.62,16.61,9.26,9.26,18.62
MOT,satmtb,satmtb/ship/61,ship,432,1296,pure_small,1.0,0.6667,ship,ship:1.000,25.46,16.57,11.74,11.74,24.53
MOT,satmtb,satmtb/ship/62,ship,144,432,pure_small,1.0,1.0,ship,ship:1.000,9.93,9.59,6.98,6.98,9.93
MOT,satmtb,satmtb/ship/63,ship,144,720,pure_small,1.0,1.0,ship,ship:1.000,15.55,10.82,6.19,6.19,15.55
MOT,satmtb,satmtb/ship/64,ship,432,3217,mixed,0.8657,0.8657,ship,ship:0.866,78.68,10.35,5.33,5.33,78.68
MOT,satmtb,satmtb/ship/65,ship,432,1636,pure_small,1.0,1.0,ship,ship:1.000,11.55,10.0,6.65,6.98,11.55
MOT,satmtb,satmtb/ship/66,ship,429,2058,pure_small,1.0,1.0,ship,ship:1.000,6.81,6.1,5.28,5.28,6.81
MOT,satmtb,satmtb/ship/67,mixed,144,4086,pure_small,1.0,1.0,car|ship,car:1.000|ship:1.000,10.79,4.54,3.38,3.76,7.49
MOT,satmtb,satmtb/ship/68,ship,144,404,pure_small,1.0,1.0,ship,ship:1.000,6.46,5.82,5.37,5.37,6.46
MOT,satmtb,satmtb/ship/69,ship,144,432,pure_small,1.0,1.0,ship,ship:1.000,13.97,9.98,6.54,6.54,13.97
MOT,satmtb,satmtb/ship/70,ship,316,3521,pure_small,1.0,0.9878,ship,ship:1.000,26.1,8.5,5.33,5.56,19.05
MOT,satmtb,satmtb/train/01,train,197,591,mixed,0.1658,0.0,train,train:0.166,329.93,146.35,28.33,29.99,319.66
MOT,satmtb,satmtb/train/02,train,297,752,mixed,0.6516,0.012,train,train:0.652,94.52,28.64,7.27,22.37,94.5
MOT,satmtb,satmtb/train/03,train,317,634,pure_large,0.0,0.0,train,train:0.000,152.94,102.9,46.9,56.4,152.92
MOT,satmtb,satmtb/train/04,train,275,1089,pure_large,0.0,0.0,train,train:0.000,338.84,196.88,111.41,148.34,331.52
MOT,satmtb,satmtb/train/05,train,275,550,pure_large,0.0,0.0,train,train:0.000,341.78,315.61,294.57,294.57,341.77
MOT,satmtb,satmtb/train/06,train,298,804,mixed,0.0311,0.0211,train,train:0.031,506.59,329.33,5.01,53.8,491.25
MOT,satmtb,satmtb/train/07,train,49,147,pure_large,0.0,0.0,train,train:0.000,146.15,96.61,87.55,87.55,146.15
MOT,satmtb,satmtb/train/11,mixed,200,560,mixed,0.6429,0.6429,car|train,car:1.000|train:0.000,90.93,4.41,4.17,4.17,90.93
MOT,satmtb,satmtb/train/12,mixed,100,654,mixed,0.9235,0.9083,car|train,car:1.000|train:0.306,79.01,9.49,2.73,4.07,59.03
MOT,satmtb,satmtb/train/13,mixed,100,1914,pure_small,1.0,0.965,car|train,car:1.000|train:1.000,12.18,5.07,2.39,3.46,9.65
MOT,satmtb,satmtb/train/14,mixed,100,1192,pure_small,1.0,0.9362,car|train,car:1.000|train:1.000,17.45,4.81,3.05,3.85,17.45
MOT,satmtb,satmtb/train/15,mixed,200,4326,mixed,0.923,0.9207,car|train,car:0.968|train:0.000,268.15,3.87,1.84,3.27,83.75
MOT,satmtb,satmtb/train/16,mixed,180,4895,mixed,0.9265,0.9265,car|train,car:1.000|train:0.000,316.93,4.03,1.58,3.32,201.25
MOT,viso,viso/plane/039,airplane,180,359,mixed,0.9833,0.9499,airplane,airplane:0.983,33.47,30.0,27.5,28.5,31.5
MOT,viso,viso/plane/040,airplane,250,250,pure_large,0.0,0.0,airplane,airplane:0.000,67.5,64.48,60.48,61.48,66.5
MOT,viso,viso/plane/041,airplane,325,324,mixed,0.9938,0.8333,airplane,airplane:0.994,33.94,26.12,20.0,22.49,30.17
MOT,viso,viso/plane/042,airplane,300,373,mixed,0.0107,0.008,airplane,airplane:0.011,44.5,40.25,14.42,38.5,42.16
MOT,viso,viso/plane/043,airplane,358,358,pure_large,0.0,0.0,airplane,airplane:0.000,49.44,40.0,36.88,37.49,45.96
MOT,viso,viso/plane/044,airplane,500,604,mixed,0.1175,0.0331,airplane,airplane:0.117,62.26,54.96,23.81,29.39,56.99
MOT,viso,viso/ship/045,ship,320,884,mixed,0.9627,0.4921,ship,ship:0.963,42.66,25.92,9.49,12.33,31.29
MOT,viso,viso/ship/047,ship,300,300,pure_small,1.0,1.0,ship,ship:1.000,21.49,15.97,11.96,13.96,19.34
MOT,viso,viso/train/046,train,250,247,mixed,0.0243,0.0,train,train:0.024,47.05,36.66,29.7,32.76,42.99
MOT,sdmcar,sdmcar/train/1-1,car,181,8110,pure_small,1.0,1.0,car,car:1.000,12.41,4.9,1.0,3.46,7.35
MOT,sdmcar,sdmcar/train/10-1,car,149,3961,pure_small,1.0,0.9881,car,car:1.000,24.25,10.49,3.0,6.93,19.75
MOT,sdmcar,sdmcar/train/11-1,car,196,2508,pure_small,1.0,1.0,car,car:1.000,17.15,7.42,1.41,5.29,14.87
MOT,sdmcar,sdmcar/train/12-1,car,151,7389,pure_small,1.0,1.0,car,car:1.000,17.03,11.0,10.0,10.0,13.49
MOT,sdmcar,sdmcar/train/13-1,car,119,20743,pure_small,1.0,1.0,car,car:1.000,27.28,10.95,6.48,9.95,13.96
MOT,sdmcar,sdmcar/train/14-1,car,207,17775,pure_small,1.0,1.0,car,car:1.000,16.49,10.49,10.0,10.0,11.96
MOT,sdmcar,sdmcar/train/15-2,car,111,20955,pure_small,1.0,1.0,car,car:1.000,15.2,5.48,2.83,4.0,7.48
MOT,sdmcar,sdmcar/train/16-2,car,135,43442,pure_small,1.0,1.0,car,car:1.000,15.49,10.49,10.0,10.0,12.0
MOT,sdmcar,sdmcar/train/17-1,car,212,23924,pure_small,1.0,1.0,car,car:1.000,19.44,7.35,3.0,5.48,9.0
MOT,sdmcar,sdmcar/train/18-1,car,127,15605,pure_small,1.0,1.0,car,car:1.000,15.17,5.48,3.0,3.87,10.25
MOT,sdmcar,sdmcar/train/18-2,car,127,16359,pure_small,1.0,1.0,car,car:1.000,11.83,6.0,2.45,3.87,9.17
MOT,sdmcar,sdmcar/train/19-1,car,163,10563,pure_small,1.0,1.0,car,car:1.000,20.0,6.32,1.73,4.0,11.49
MOT,sdmcar,sdmcar/train/19-2,car,163,7861,pure_small,1.0,1.0,car,car:1.000,17.66,7.0,3.16,4.9,9.49
MOT,sdmcar,sdmcar/train/19-4,car,163,17490,pure_small,1.0,1.0,car,car:1.000,19.97,7.48,2.83,5.2,11.22
MOT,sdmcar,sdmcar/train/2-1,car,55,8101,pure_small,1.0,1.0,car,car:1.000,11.4,4.9,1.0,2.83,7.75
MOT,sdmcar,sdmcar/train/2-3,car,192,20142,pure_small,1.0,1.0,car,car:1.000,17.15,6.93,3.0,4.9,12.49
MOT,sdmcar,sdmcar/train/2-5,car,192,15229,pure_small,1.0,1.0,car,car:1.000,6.71,3.46,1.0,1.73,4.9
MOT,sdmcar,sdmcar/train/2-6,car,192,25956,pure_small,1.0,1.0,car,car:1.000,13.27,6.48,2.45,4.9,8.49
MOT,sdmcar,sdmcar/train/21-1,car,143,4685,pure_small,1.0,1.0,car,car:1.000,9.17,5.48,2.45,3.46,7.48
MOT,sdmcar,sdmcar/train/21-2,car,143,9692,pure_small,1.0,1.0,car,car:1.000,18.33,6.0,3.0,4.24,7.83
MOT,sdmcar,sdmcar/train/24-1,car,180,931,pure_small,1.0,1.0,car,car:1.000,9.8,6.93,3.46,4.47,9.0
MOT,sdmcar,sdmcar/train/24-2,car,180,1636,pure_small,1.0,1.0,car,car:1.000,9.8,5.92,3.46,4.47,8.77
MOT,sdmcar,sdmcar/train/28-1,car,158,321,pure_small,1.0,1.0,car,car:1.000,11.0,8.37,6.32,7.07,9.95
MOT,sdmcar,sdmcar/train/29-1,car,135,2269,pure_small,1.0,1.0,car,car:1.000,14.42,6.0,4.0,5.0,12.0
MOT,sdmcar,sdmcar/train/3-1,car,111,10221,pure_small,1.0,1.0,car,car:1.000,10.58,5.29,1.41,2.83,7.35
MOT,sdmcar,sdmcar/train/3-2,car,111,8269,pure_small,1.0,1.0,car,car:1.000,9.38,5.48,1.41,3.0,7.94
MOT,sdmcar,sdmcar/train/31-1,car,207,18933,pure_small,1.0,1.0,car,car:1.000,13.04,6.32,1.0,4.24,9.17
MOT,sdmcar,sdmcar/train/31-2,car,207,18746,pure_small,1.0,1.0,car,car:1.000,11.49,6.32,2.0,4.47,8.49
MOT,sdmcar,sdmcar/train/31-3,car,207,41493,pure_small,1.0,1.0,car,car:1.000,11.4,6.32,2.45,4.47,8.49
MOT,sdmcar,sdmcar/train/32-1,car,209,38221,pure_small,1.0,1.0,car,car:1.000,13.42,5.29,2.45,3.87,7.0
MOT,sdmcar,sdmcar/train/36-1,car,165,11568,pure_small,1.0,1.0,car,car:1.000,16.88,7.0,3.16,4.9,11.57
MOT,sdmcar,sdmcar/train/38-1,car,129,15719,pure_small,1.0,1.0,car,car:1.000,15.91,5.92,1.0,3.16,8.49
MOT,sdmcar,sdmcar/train/38-2,car,129,9393,pure_small,1.0,1.0,car,car:1.000,12.0,4.47,1.41,3.0,7.48
MOT,sdmcar,sdmcar/train/41-1,car,127,16168,pure_small,1.0,1.0,car,car:1.000,18.49,5.0,3.0,3.87,11.62
MOT,sdmcar,sdmcar/train/41-2,car,127,12213,pure_small,1.0,1.0,car,car:1.000,16.31,4.9,3.0,3.87,11.31
MOT,sdmcar,sdmcar/train/41-3,car,127,17696,pure_small,1.0,1.0,car,car:1.000,16.12,4.9,3.0,4.0,10.95
MOT,sdmcar,sdmcar/train/42-1,car,206,17938,pure_small,1.0,1.0,car,car:1.000,16.49,8.77,2.45,6.93,11.4
MOT,sdmcar,sdmcar/train/47-1,car,207,14359,pure_small,1.0,1.0,car,car:1.000,12.0,5.29,2.83,4.24,6.93
MOT,sdmcar,sdmcar/train/47-2,car,207,29010,pure_small,1.0,1.0,car,car:1.000,12.0,5.0,2.45,3.87,6.48
MOT,sdmcar,sdmcar/train/47-3,car,207,35889,pure_small,1.0,1.0,car,car:1.000,12.73,5.0,2.45,3.87,6.93
MOT,sdmcar,sdmcar/train/49-1,car,204,5327,pure_small,1.0,1.0,car,car:1.000,13.08,6.71,2.45,5.0,7.94
MOT,sdmcar,sdmcar/train/49-2,car,204,7900,pure_small,1.0,1.0,car,car:1.000,13.75,7.35,2.83,5.92,10.49
MOT,sdmcar,sdmcar/train/49-4,car,204,8884,pure_small,1.0,1.0,car,car:1.000,15.91,8.37,1.0,6.48,12.41
MOT,sdmcar,sdmcar/train/50-1,car,158,8081,mixed,0.988,0.988,car,car:0.988,44.99,6.0,1.0,4.0,14.46
MOT,sdmcar,sdmcar/train/51-1,car,151,11869,pure_small,1.0,1.0,car,car:1.000,9.8,6.48,4.47,5.48,8.0
MOT,sdmcar,sdmcar/train/52-2,car,173,17037,pure_small,1.0,1.0,car,car:1.000,12.41,6.0,1.0,4.0,8.0
MOT,sdmcar,sdmcar/train/53-1,car,206,27804,pure_small,1.0,1.0,car,car:1.000,12.0,6.0,1.0,4.9,8.37
MOT,sdmcar,sdmcar/train/6-1,car,190,19406,pure_small,1.0,1.0,car,car:1.000,13.75,5.92,1.0,4.24,9.17
MOT,sdmcar,sdmcar/train/6-2,car,190,22429,pure_small,1.0,1.0,car,car:1.000,13.78,5.92,1.41,4.24,7.07
MOT,sdmcar,sdmcar/train/6-3,car,190,11178,pure_small,1.0,1.0,car,car:1.000,12.73,6.93,1.0,3.74,9.49
MOT,sdmcar,sdmcar/train/60-1,car,119,10055,pure_small,1.0,1.0,car,car:1.000,10.0,5.92,2.0,3.87,7.96
MOT,sdmcar,sdmcar/train/61-1,car,159,56573,pure_small,1.0,1.0,car,car:1.000,16.43,7.48,1.0,5.48,9.49
MOT,sdmcar,sdmcar/train/62-1,car,198,7640,pure_small,1.0,1.0,car,car:1.000,19.42,9.0,1.0,5.92,14.83
MOT,sdmcar,sdmcar/train/63-1,car,100,7581,pure_small,1.0,1.0,car,car:1.000,12.49,5.29,1.41,3.46,7.48
MOT,sdmcar,sdmcar/train/64-1,car,127,7802,pure_small,1.0,1.0,car,car:1.000,10.49,7.48,1.73,6.0,9.49
MOT,sdmcar,sdmcar/train/65-1,car,100,15290,pure_small,1.0,1.0,car,car:1.000,10.95,4.9,1.73,3.46,6.48
MOT,sdmcar,sdmcar/train/66-1,car,182,14482,pure_small,1.0,1.0,car,car:1.000,17.97,6.93,1.0,5.29,10.0
MOT,sdmcar,sdmcar/train/66-2,car,182,16754,pure_small,1.0,1.0,car,car:1.000,15.87,7.48,2.0,4.9,11.31
MOT,sdmcar,sdmcar/train/7-1,car,142,14526,pure_small,1.0,1.0,car,car:1.000,15.3,4.9,1.41,3.46,9.38
MOT,sdmcar,sdmcar/train/7-2,car,142,16366,pure_small,1.0,1.0,car,car:1.000,15.56,4.9,2.0,3.46,10.39
MOT,sdmcar,sdmcar/train/8-1,car,202,4372,pure_small,1.0,1.0,car,car:1.000,20.9,7.48,5.0,6.0,15.49
MOT,sdmcar,sdmcar/train/8-2,car,202,19035,pure_small,1.0,1.0,car,car:1.000,19.36,7.0,1.0,4.9,10.39
MOT,sdmcar,sdmcar/train/8-3,car,202,15223,pure_small,1.0,1.0,car,car:1.000,21.0,7.0,1.0,6.0,10.49
MOT,sdmcar,sdmcar/train/9-1,car,99,21117,pure_small,1.0,1.0,car,car:1.000,13.04,4.47,2.0,3.46,6.0
MOT,sdmcar,sdmcar/val/14-2,car,207,55996,pure_small,1.0,1.0,car,car:1.000,14.87,8.0,1.0,5.92,10.2
MOT,sdmcar,sdmcar/val/15-1,car,111,4703,pure_small,1.0,1.0,car,car:1.000,10.49,4.9,3.0,3.87,8.0
MOT,sdmcar,sdmcar/val/16-1,car,135,13821,pure_small,1.0,1.0,car,car:1.000,15.3,10.95,10.0,10.0,12.49
MOT,sdmcar,sdmcar/val/16-4,car,135,7065,pure_small,1.0,1.0,car,car:1.000,15.3,10.49,10.0,10.0,12.0
MOT,sdmcar,sdmcar/val/22-1,car,212,20232,pure_small,1.0,1.0,car,car:1.000,15.87,6.48,1.0,3.87,9.49
MOT,sdmcar,sdmcar/val/22-2,car,212,14948,pure_small,1.0,1.0,car,car:1.000,16.88,8.0,1.73,4.0,11.96
MOT,sdmcar,sdmcar/val/22-3,car,212,19467,pure_small,1.0,1.0,car,car:1.000,20.0,9.95,2.0,6.32,13.96
MOT,sdmcar,sdmcar/val/25-1,car,197,1577,pure_small,1.0,1.0,car,car:1.000,12.0,4.9,1.73,2.83,6.32
MOT,sdmcar,sdmcar/val/25-2,car,197,4737,pure_small,1.0,0.9996,car,car:1.000,13.64,5.48,2.83,3.46,9.8
MOT,sdmcar,sdmcar/val/36-2,car,165,12315,pure_small,1.0,1.0,car,car:1.000,13.96,6.0,1.73,4.0,8.77
MOT,sdmcar,sdmcar/val/39-1,car,89,211,pure_small,1.0,1.0,car,car:1.000,6.32,4.9,3.87,4.47,6.32
MOT,sdmcar,sdmcar/val/4-1,car,201,2350,pure_small,1.0,1.0,car,car:1.000,12.65,5.48,2.0,3.46,10.58
MOT,sdmcar,sdmcar/val/5-1,car,116,35787,pure_small,1.0,1.0,car,car:1.000,15.72,4.24,1.0,3.0,8.37
MOT,sdmcar,sdmcar/val/67-1,car,100,12576,pure_small,1.0,1.0,car,car:1.000,16.49,7.48,1.0,5.92,9.49
MOT,sdmcar,sdmcar/val/70-1,car,120,23368,pure_small,1.0,1.0,car,car:1.000,23.24,7.75,2.0,5.29,10.25
MOT,sdmcar,sdmcar/test/1-2,car,181,12528,pure_small,1.0,1.0,car,car:1.000,16.31,5.66,2.0,4.24,8.37
MOT,sdmcar,sdmcar/test/10-2,car,149,12533,pure_small,1.0,1.0,car,car:1.000,16.31,6.93,2.83,4.9,9.38
MOT,sdmcar,sdmcar/test/13-2,car,119,14276,pure_small,1.0,1.0,car,car:1.000,22.98,11.0,10.0,10.0,13.96
MOT,sdmcar,sdmcar/test/14-3,car,207,51371,pure_small,1.0,1.0,car,car:1.000,20.0,7.94,2.0,5.92,9.8
MOT,sdmcar,sdmcar/test/15-3,car,111,3502,pure_small,1.0,1.0,car,car:1.000,11.62,5.48,3.46,4.47,8.0
MOT,sdmcar,sdmcar/test/16-3,car,135,19785,pure_small,1.0,1.0,car,car:1.000,14.49,10.49,10.0,10.0,11.49
MOT,sdmcar,sdmcar/test/17-2,car,212,8951,pure_small,1.0,1.0,car,car:1.000,19.34,7.94,3.46,6.48,9.95
